date,symbol,pred,pred_score,volatility,volatility_short,macd_diff,bba,Close,Volume,EarningsPerShareBasic,strategy
2020-12-21,AAIC,0,0.43549004677271064,0.016212517568148357,0.012248266029590595,-0.003078146323630543,0.8266172028361582,3.8,407910.0,0.26,MACD
2020-12-21,ABEO,0,0.3610017040351726,0.025094244944859286,0.014810116970360783,-0.0032979330350419167,0.29257476135365756,1.55,4686817.0,-0.14,MACD
2020-12-21,AC,0,0.32716425445150277,0.02268078634638131,0.01539228417158996,-0.37444592650715136,4.8927306582733365,34.81,21686.0,-1.7,MACD
2020-12-21,ACBI,0,0.3328004518745192,0.014336626711018572,0.009318638983816165,-0.01682009176895982,2.0350567559650337,15.51,96366.0,0.09,MACD
2020-12-21,ACNB,0,0.3476531780950885,0.02069687378086291,0.024238793196210764,-0.35545646226034944,3.8345061685180397,25.04,28379.0,0.67,MACD
2020-12-21,ACOR,0,0.3779703650509178,0.031052065570581232,0.037109755487429494,-0.0007250056260409282,0.17297803800401446,0.7204,3118119.0,-0.37,MACD
2020-12-21,ACRE,0,0.3440438162183284,0.025008625183337213,0.031502481476547994,-0.007100488420570761,2.009436736998733,12.02,406594.0,,MACD
2020-12-21,ACRX,0,0.3846326004884418,0.020870990915211416,0.008232267554659658,-0.01495779217234984,0.36666606061078744,1.25,1905423.0,-0.08,MACD
2020-12-21,ACU,0,0.36633545266629247,0.023464861594768224,0.0126696826976949,-0.43573891583363866,6.792797291837676,29.01,7382.0,0.96,MACD
2020-12-21,ADES,0,0.3688094357350887,0.019559745463131648,0.014439277669836713,-0.007673259108381902,0.8644512710416379,5.81,109824.0,-1.43,MACD
2020-12-21,ADMS,0,0.3578903037518092,0.017457973412607276,0.017749116101424482,-0.005120781199053931,1.0654032100553987,4.93,163714.0,-0.37,MACD
2020-12-21,AE,0,0.3674715118820715,0.03026131979344,0.04389301003170065,-0.08528867923404326,3.676800309571469,28.2,9921.0,,MACD
2020-12-21,AEY,0,0.37389339999993504,0.0599893576404865,0.05820439568472045,-0.08039497336850926,1.693766217634125,3.13,359477.0,-1.49,MACD
2020-12-21,AFI,0,0.39744681991847336,0.026263218797873637,0.022262572956142417,-0.01606016480264461,0.6316454701853917,3.38,156084.0,-0.29,MACD
2020-12-21,AFIB,0,0.35462051823899526,0.020532686320502314,0.020217922356707087,-0.04107922614619841,4.202598719839912,28.37,46996.0,-32.24,MACD
2020-12-21,AGE,0,0.39768525618743167,0.017449690813468966,0.015041875410137535,-0.016349087622321793,0.20903588208841573,1.63,125986.0,-0.16,MACD
2020-12-21,AGX,0,0.3365287894848094,0.016793861395643882,0.02264659834414855,-0.5481975899644936,5.879971656360198,43.35,103675.0,0.31,MACD
2020-12-21,AHC,0,0.41549397312549646,0.013301563675355585,0.010887474755975419,-0.010486826479516926,0.10346013725328307,1.43,56908.0,-0.16,MACD
2020-12-21,AJX,0,0.35893562977497495,0.018256713064698026,0.01888394169971218,-0.08460289640514912,1.0131850768734765,10.26,93860.0,0.29,MACD
2020-12-21,AKBA,0,0.35219826769408774,0.03287265357233476,0.021600513742474896,-6.425360320934728e-05,0.5307909192911557,3.05,6500744.0,-1.78,MACD
2020-12-21,AKRO,0,0.3311496725481365,0.026420006623728714,0.0181500194354211,-0.32891090781932486,4.292022367135608,25.62,418164.0,-0.98,MACD
2020-12-21,ALBO,0,0.33244970597545004,0.019642553891725985,0.01453980435336881,-0.01582396023187571,8.887631634469486,40.14,535007.0,-1.38,MACD
2020-12-21,ALCO,0,0.35120204755631157,0.009152128915258744,0.005364762124866453,-0.07379873903230291,1.488740909480729,30.93,30253.0,0.86,MACD
2020-12-21,ALIM,0,0.3866220565463145,0.021518980237848435,0.017088530144425643,-0.00893000537048931,0.8473015997741684,4.27,53306.0,-0.51,MACD
2020-12-21,ALOT,0,0.39461361165630804,0.02312863779093398,0.027546847913304525,-0.18373567191500428,2.554810364782586,10.1,7344.0,0.0,MACD
2020-12-21,ALSK,0,0.35661101622392094,0.017415841871613057,0.017146395668707876,-0.036405937052696985,1.1114153139132261,3.48,1226252.0,0.05,MACD
2020-12-21,ALTA,0,0.3415123546016432,0.02774184655834678,0.03771246576758822,-0.39493336958949654,4.630947635203306,26.91,69707.0,0.55,MACD
2020-12-21,ALTM,0,0.3528696521274471,0.04369933982887991,0.013334010615537767,-0.624524154353133,15.066354038074365,46.98,39603.0,-0.07,MACD
2020-12-21,ALX,0,0.35253178682540387,0.01622616112070321,0.012815687481947322,-1.2217346043024424,22.209979288621753,276.25,5561.0,2.41,MACD
2020-12-21,AMC,0,0.34048335677406405,0.05827259434381641,0.03645197910337667,-0.15204248349974275,2.471045123015501,2.68,22699801.0,-5.38,MACD
2020-12-21,AMEH,0,0.34254659028918205,0.013469414858756974,0.017619530132503145,-0.022076282142057035,1.3201984699277816,17.57,37592.0,0.2,MACD
2020-12-21,AMK,0,0.33193096473291084,0.019808724830696504,0.022566806490291077,-0.0990476814547393,1.9295222206550093,23.75,67835.0,-0.1,MACD
2020-12-21,AMNB,0,0.3414841344301518,0.018044780883985832,0.02360452932091832,-0.20385035390442552,2.315694271619435,26.18,30004.0,0.5,MACD
2020-12-21,AMSWA,0,0.37241936757829225,0.014489424889719571,0.020067567649028124,-0.044904153343845954,1.1555500854576692,16.26,107935.0,0.06,MACD
2020-12-21,AMTB,0,0.3692872526365154,0.030335965540160367,0.04627282708350722,-0.23569700805409055,2.5276225984153964,14.73,32386.0,-0.28,MACD
