date,symbol,pred,pred_score,volatility,volatility_short,roc,rsi,mfi,sto,bba,dch,Volume,Close,strategy
2020-12-24,ELOX,0,0.545251817432982,0.06027620661281219,0.0584442679397206,53.21428571428572,69.30261475106076,10.227386143963045,37.027707808564,2.3349712461393604,3.9699999999999998,40177.0,4.29,MFI
2020-12-24,AP,0,0.5560471018185824,0.04722823052058397,0.02151656696188479,31.67420814479639,50.502688471234485,0.0,61.166615666022125,2.9919251327546927,2.7799999999999994,72708.0,5.82,MFI
2020-12-24,CWBR,0,0.5723436626346144,0.04376624177993913,0.041296187202065016,48.421052631578945,60.58144678562504,5.565470630629463,52.929386370644615,0.36657877734478816,0.47,157351.0,1.41,MFI
2020-12-24,LXU,0,0.5800708917017695,0.04236339489241774,0.02475339520882474,25.9090909090909,49.14824299355778,12.888129457305695,34.02777777777729,0.5339662910870313,0.71,58938.0,2.77,MFI
2020-12-24,CTRA,0,0.5520002909036349,0.04097621854302318,0.02395379757122392,61.96078431372549,48.105364679539086,18.91288753930428,74.29479405293563,10.101344662972645,7.34,44239.0,12.39,MFI
2020-12-24,OIS,0,0.5586119968909289,0.03792687311702984,0.03820216800980041,75.60975609756096,47.63063110204571,14.56727463753289,37.037037037036875,0.9858519159686807,1.17,274738.0,5.04,MFI
2020-12-24,CMRX,0,0.5534134100321887,0.0362598472098236,0.03273223826424696,81.61764705882352,43.29251396101556,0.0,74.13540417594551,2.760593414466765,2.1399999999999997,231483.0,4.94,MFI
2020-12-24,MTNB,0,0.5925746637361968,0.03255118945117865,0.040536599022817206,11.642857142857144,22.15648244881193,9.71071386220612,13.980448482485121,0.16832701506311232,0.3318,2052924.0,0.9378,STO
2020-12-24,MTNB,0,0.5871037354149903,0.03255118945117865,0.040536599022817206,11.642857142857144,22.15648244881193,9.71071386220612,13.980448482485121,0.16832701506311232,0.3318,2052924.0,0.9378,RSI
2020-12-24,FNKO,0,0.5564122304401096,0.03253970898549928,0.016386413443665343,78.85906040268456,40.02265129950793,0.0,48.53427832434321,3.69421967403116,4.18,233149.0,10.66,MFI
2020-12-24,BGSF,0,0.5730590263564637,0.032402940563157685,0.020533826843323943,49.76780645391164,32.703624508211234,55.61245812533146,7.690126606138075,2.1076802414026012,3.34,26666.0,12.61,STO
2020-12-24,BHR,0,0.5925680472484683,0.031807869415660966,0.0314166038843314,72.5,25.63061170021848,0.0,12.248144220572899,1.0183044731291488,0.9600000000000009,282640.0,4.14,STO
2020-12-24,REVG,0,0.5766120345148614,0.030396255446945148,0.01738835452496227,13.070283600493227,43.899178054772335,39.266283103199505,18.032786885245937,1.7179930151194007,1.83,87846.0,9.17,STO
2020-12-24,SGMA,0,0.5635352508512292,0.03027064669712059,0.019917591106550333,34.28571428571429,62.664871775463254,19.44049692762168,73.86381463989892,2.1448160760314683,1.6800000000000006,9987.0,4.7,MFI
2020-12-24,SRGA,0,0.5824624726449382,0.029260699130131317,0.025398994079564256,31.282051282051288,48.2422044161884,19.959706086046026,69.18238993710726,0.5379962825148148,0.6599999999999997,100655.0,2.56,MFI
2020-12-24,DRRX,0,0.5794282500017082,0.02913581771213073,0.02376775766370365,14.973262032085549,44.83998308424214,0.0,58.49405335904843,0.6949964028693991,0.7100000000000002,289170.0,2.15,MFI
2020-12-24,KNSA,0,0.5594472112280864,0.028469849032509043,0.04299349342853368,9.69976905311778,49.62504163737212,13.754951807663033,59.210526315789444,3.07742018580511,3.799999999999997,218356.0,19.0,MFI
2020-12-24,ISNS,0,0.5790299545128833,0.028407804554242317,0.011409008501119517,23.835616438356155,48.675339239515274,52.26059841884229,19.594594594594184,0.5608957122317193,1.4800000000000004,25100.0,4.52,STO
2020-12-24,PRTK,0,0.570468580189849,0.028348828414866998,0.013758324101587876,34.552845528455286,50.38401104532096,13.590461544478217,41.0666666666665,1.0972893875590781,1.25,112472.0,6.62,MFI
2020-12-24,PRTA,0,0.5641441939842854,0.028000315447130032,0.01451309931253345,10.794979079497917,57.93265988988266,10.308943526179064,82.17274439674549,3.8986253987878,3.16,122628.0,13.24,MFI
2020-12-24,DAKT,0,0.5732025106337604,0.027378176935171868,0.01867293945407344,24.031007751937977,43.870290027403065,9.278309205924685,33.458288578589396,0.920139119920325,1.0899999999999999,68230.0,4.8,MFI
2020-12-24,HNRG,0,0.5952987969315325,0.02687465660145464,0.017061311580269946,35.526315789473685,42.766343659433566,44.78971150138485,19.89367357788405,0.2138784701675599,0.2579999999999999,71269.0,1.03,STO
2020-12-24,PKOH,0,0.5660308138675921,0.02599724833182018,0.019411201807982798,60.224047955615546,33.81678585953915,0.0,16.98512654388498,6.446070430890508,6.949999999999999,10610.0,30.15,STO
2020-12-24,IDT,0,0.5773405204925371,0.02586627819771245,0.008973848281026459,22.58064516129031,40.353247674955476,71.10616953051368,12.431891605188673,1.9579693562472578,2.7300000000000004,35826.0,12.54,STO
2020-12-24,III,0,0.5963759158359974,0.02254867447305708,0.007189412518753881,44.28571428571427,38.20536406508843,59.11577726422786,17.36556036153686,0.43797260188393405,0.5350000000000001,49505.0,3.03,STO
2020-12-24,LCUT,0,0.5645896558800064,0.022319181396052233,0.02216096031419902,35.32841896798327,41.4198537727545,15.568442570896835,72.83333333333313,2.3718777371554616,2.5600000000000005,27547.0,14.76,MFI
2020-12-24,NWFL,0,0.5586028386085906,0.021852860862690105,0.013157504655692329,8.381265406737876,41.67125504482205,15.170094367901541,29.16286909027505,3.2169668944475944,3.5600000000000023,2209.0,26.38,MFI
2020-12-24,WTRH,0,0.5711476406069849,0.021476179102317892,0.005987034278155027,11.0344827586207,22.622976399432446,26.649423980845697,9.65579496840539,0.7943922205111464,1.4900000000000002,1263484.0,3.22,STO
2020-12-24,AMAL,0,0.5673032995728745,0.021071885935371962,0.022054157491614833,15.21535303707334,49.52603175118865,19.45376136587703,30.40935672514621,1.4853147814521996,2.1400000000000006,32002.0,13.64,MFI
2020-12-24,FUSB,0,0.5736003044119671,0.020949675492309715,0.005882821803708155,23.01636117603642,41.69871932986392,0.0,15.287224158362028,1.3637709661058537,1.5373665068181825,0.0,9.0,STO
